age,height,weight,size,sex
11.0,32.0,345.0,5,Female
166.0,112.0,45.0,2,Female
124.0,128.0,60.0,3,Male
84.0,192.0,345.0,3,Male
1.0,64.0,180.0,5,Female
28.0,24.0,210.0,4,Male
83.0,96.0,180.0,5,Male
160.0,16.0,15.0,1,Male
176.0,72.0,75.0,3,Male
112.0,16.0,195.0,2,Male
73.0,32.0,15.0,5,Female
82.0,64.0,255.0,7,Male
58.0,24.0,120.0,3,Female
16.0,24.0,75.0,7,Male
82.0,56.0,30.0,7,Female
35.0,112.0,105.0,2,Male
25.0,32.0,120.0,5,Male
206.0,88.0,30.0,7,Male
59.0,24.0,120.0,3,Male
75.0,80.0,255.0,2,Male
121.0,64.0,240.0,5,Female
65.0,104.0,30.0,4,Male
176.0,24.0,0.0,3,Male
59.0,64.0,180.0,5,Female
84.0,72.0,180.0,3,Male
65.0,8.0,45.0,4,Male
46.0,104.0,180.0,3,Male
157.0,96.0,75.0,5,Female
19.0,104.0,150.0,3,Male
62.0,80.0,330.0,2,Male
162.0,40.0,180.0,3,Male
59.0,120.0,180.0,4,Male
270.0,56.0,210.0,4,Male
150.0,56.0,45.0,7,Female
90.0,8.0,120.0,4,Male
7.0,72.0,75.0,3,Male
23.0,0.0,120.0,5,Male
45.0,168.0,0.0,3,Male
77.0,24.0,45.0,4,Male
5.0,24.0,120.0,7,Male
47.0,136.0,180.0,4,Female
45.0,56.0,315.0,3,Male
34.0,88.0,135.0,4,Male
59.0,96.0,150.0,5,Female
49.0,144.0,255.0,2,Female
295.0,88.0,105.0,4,Female
109.0,120.0,15.0,5,Female
49.0,64.0,120.0,7,Male
145.0,152.0,45.0,5,Male
82.0,176.0,90.0,7,Female
84.0,120.0,210.0,4,Male
32.0,112.0,75.0,2,Male
38.0,24.0,75.0,7,Male
49.0,16.0,30.0,2,Female
116.0,144.0,105.0,2,Female
110.0,24.0,105.0,3,Male
6.0,40.0,30.0,3,Male
32.0,16.0,150.0,2,Male
59.0,32.0,75.0,5,Male
8.0,48.0,195.0,2,Male
23.0,120.0,75.0,5,Male
71.0,120.0,120.0,5,Female
83.0,96.0,60.0,5,Female
58.0,72.0,150.0,3,Female
49.0,0.0,30.0,7,Male
102.0,48.0,150.0,2,Female
65.0,24.0,300.0,4,Female
98.0,40.0,0.0,3,Female
32.0,56.0,0.0,3,Male
45.0,160.0,165.0,3,Male
214.0,40.0,105.0,3,Male
49.0,56.0,0.0,7,Female
45.0,88.0,105.0,3,Female
20.0,8.0,75.0,3,Male
15.0,56.0,135.0,4,Male
58.0,56.0,75.0,3,Male
3.0,136.0,180.0,4,Male
71.0,56.0,60.0,3,Female
19.0,136.0,75.0,3,Male
95.0,120.0,180.0,7,Male
172.0,24.0,30.0,7,Female
254.0,72.0,0.0,3,Female
162.0,40.0,180.0,3,Male
146.0,24.0,45.0,4,Male
143.0,80.0,150.0,2,Female
22.0,48.0,0.0,2,Female
32.0,56.0,105.0,3,Male
83.0,32.0,15.0,5,Male
46.0,168.0,0.0,3,Female
111.0,104.0,75.0,3,Female
25.0,64.0,120.0,5,Female
37.0,128.0,60.0,1,Female
33.0,24.0,165.0,3,Male
37.0,16.0,15.0,1,Female
72.0,88.0,135.0,4,Male
22.0,8.0,105.0,4,Male
102.0,16.0,75.0,2,Male
38.0,0.0,180.0,7,Female
28.0,64.0,15.0,7,Male
23.0,120.0,60.0,5,Female
175.0,8.0,0.0,3,Female
22.0,8.0,90.0,4,Male
15.0,40.0,90.0,4,Male
71.0,64.0,180.0,5,Male
128.0,24.0,30.0,7,Female
13.0,32.0,75.0,5,Female
5.0,112.0,0.0,2,Male
15.0,144.0,15.0,4,Female
71.0,72.0,180.0,3,Female
51.0,24.0,45.0,7,Male
22.0,80.0,225.0,2,Female
138.0,0.0,30.0,7,Female
35.0,0.0,45.0,5,Female
22.0,48.0,0.0,2,Male
97.0,104.0,45.0,3,Male
33.0,16.0,15.0,1,Female
84.0,24.0,105.0,3,Female
65.0,120.0,45.0,4,Male
8.0,48.0,330.0,2,Female
206.0,80.0,120.0,2,Female
58.0,168.0,285.0,3,Female
32.0,136.0,0.0,3,Female
215.0,8.0,75.0,3,Female
46.0,56.0,165.0,3,Male
90.0,128.0,60.0,1,Female
60.0,24.0,30.0,7,Female
49.0,88.0,375.0,7,Female
104.0,176.0,30.0,7,Male
139.0,24.0,90.0,7,Female
25.0,96.0,75.0,5,Female
98.0,24.0,165.0,3,Male
59.0,64.0,15.0,5,Male
28.0,56.0,405.0,4,Male
15.0,8.0,90.0,4,Female
52.0,88.0,135.0,4,Male
89.0,48.0,75.0,2,Female
112.0,16.0,75.0,2,Female
10.0,8.0,15.0,4,Male
23.0,16.0,60.0,1,Male
60.0,64.0,120.0,7,Female
34.0,72.0,135.0,4,Female
193.0,16.0,150.0,2,Male
58.0,8.0,75.0,3,Female
86.0,184.0,0.0,2,Female
5.0,16.0,60.0,1,Female
184.0,24.0,90.0,7,Female
201.0,40.0,0.0,3,Male
84.0,56.0,345.0,3,Female
33.0,88.0,240.0,3,Male
23.0,16.0,0.0,1,Female
37.0,16.0,90.0,1,Male
136.0,88.0,210.0,1,Female
161.0,0.0,60.0,7,Male
149.0,0.0,195.0,7,Female
143.0,96.0,75.0,5,Male
58.0,8.0,105.0,3,Female
20.0,56.0,60.0,3,Female
16.0,0.0,105.0,7,Male
71.0,0.0,120.0,5,Male
35.0,48.0,150.0,2,Male
115.0,0.0,90.0,7,Female
20.0,24.0,0.0,3,Female
62.0,16.0,75.0,2,Female
109.0,8.0,15.0,4,Female
157.0,64.0,105.0,5,Male
52.0,40.0,315.0,4,Male
169.0,32.0,75.0,5,Female
75.0,144.0,0.0,2,Female
163.0,8.0,60.0,3,Female
97.0,96.0,75.0,5,Male
202.0,40.0,45.0,3,Male
6.0,8.0,240.0,3,Male
28.0,24.0,150.0,7,Male
19.0,40.0,0.0,3,Male
115.0,88.0,60.0,7,Male
20.0,88.0,165.0,3,Male
35.0,112.0,150.0,2,Female
58.0,24.0,105.0,3,Female
5.0,200.0,75.0,7,Female
149.0,88.0,0.0,3,Female
95.0,32.0,15.0,5,Female
84.0,160.0,105.0,3,Male
71.0,64.0,315.0,5,Male
121.0,88.0,135.0,4,Female
37.0,96.0,210.0,5,Male
37.0,32.0,15.0,5,Male
1.0,64.0,15.0,5,Male
217.0,0.0,60.0,7,Male
171.0,72.0,45.0,4,Male
162.0,88.0,105.0,3,Female
115.0,56.0,90.0,4,Male
23.0,64.0,15.0,5,Male
35.0,48.0,150.0,2,Female
283.0,0.0,90.0,7,Female
8.0,112.0,195.0,2,Female
59.0,24.0,75.0,3,Female
37.0,128.0,255.0,1,Female
134.0,88.0,90.0,4,Female
32.0,16.0,0.0,2,Male
72.0,8.0,135.0,4,Female
206.0,48.0,120.0,2,Male
46.0,40.0,225.0,3,Male
107.0,120.0,60.0,5,Male
5.0,112.0,195.0,2,Female
104.0,56.0,15.0,7,Male
23.0,16.0,60.0,1,Female
97.0,88.0,135.0,3,Male
8.0,144.0,75.0,2,Female
5.0,128.0,60.0,1,Female
127.0,144.0,180.0,7,Male
97.0,32.0,60.0,5,Female
27.0,64.0,105.0,7,Male
45.0,56.0,135.0,3,Female
5.0,56.0,60.0,1,Female
6.0,64.0,0.0,7,Male
228.0,24.0,0.0,3,Female
90.0,72.0,0.0,4,Female
16.0,88.0,30.0,7,Male
3.0,8.0,90.0,4,Male
47.0,24.0,150.0,4,Male
22.0,112.0,0.0,2,Female
49.0,0.0,15.0,7,Female
6.0,24.0,150.0,3,Male
19.0,56.0,105.0,3,Female
7.0,128.0,0.0,3,Male
5.0,80.0,0.0,2,Female
110.0,56.0,45.0,3,Male
95.0,120.0,180.0,5,Male
119.0,64.0,75.0,5,Female
127.0,0.0,15.0,7,Female
15.0,192.0,315.0,4,Male
49.0,88.0,15.0,7,Female
8.0,16.0,150.0,2,Female
97.0,104.0,0.0,3,Female
19.0,72.0,180.0,3,Female
6.0,104.0,0.0,3,Male
71.0,88.0,30.0,7,Female
35.0,16.0,195.0,2,Male
10.0,88.0,135.0,4,Female
59.0,72.0,180.0,3,Male
23.0,120.0,180.0,5,Male
77.0,72.0,315.0,4,Female
23.0,16.0,15.0,1,Male
20.0,88.0,105.0,3,Male
116.0,80.0,150.0,2,Male
126.0,16.0,150.0,2,Male
19.0,80.0,405.0,2,Female
99.0,16.0,0.0,2,Female
77.0,56.0,135.0,4,Male
107.0,32.0,180.0,5,Female
28.0,120.0,135.0,4,Female
32.0,40.0,105.0,3,Female
35.0,184.0,0.0,2,Female
228.0,88.0,210.0,7,Male
85.0,56.0,0.0,3,Female
62.0,144.0,75.0,2,Male
83.0,0.0,60.0,5,Female
172.0,112.0,90.0,7,Male
45.0,24.0,45.0,3,Male
1.0,0.0,15.0,5,Male
45.0,40.0,75.0,3,Female
127.0,104.0,30.0,4,Female
58.0,88.0,0.0,3,Female
139.0,112.0,75.0,2,Male
23.0,128.0,60.0,1,Female
59.0,96.0,120.0,5,Female
59.0,144.0,30.0,2,Female
8.0,16.0,75.0,2,Female
109.0,120.0,45.0,4,Male
32.0,80.0,195.0,2,Male
22.0,48.0,255.0,2,Female
5.0,48.0,180.0,2,Female
49.0,16.0,75.0,2,Male
38.0,88.0,30.0,7,Female
19.0,56.0,0.0,3,Female
34.0,176.0,45.0,4,Female
107.0,32.0,120.0,5,Male
20.0,8.0,30.0,3,Female
60.0,112.0,30.0,7,Male
7.0,88.0,30.0,3,Male
45.0,40.0,0.0,3,Male
110.0,56.0,165.0,3,Female
35.0,64.0,45.0,5,Male
20.0,24.0,60.0,3,Female
40.0,104.0,90.0,4,Female
82.0,32.0,60.0,7,Male
19.0,16.0,150.0,2,Female
5.0,56.0,60.0,7,Female
71.0,112.0,435.0,7,Male
47.0,96.0,60.0,5,Female
49.0,0.0,210.0,5,Male
89.0,144.0,195.0,2,Female
22.0,72.0,75.0,4,Female
58.0,24.0,105.0,3,Male
35.0,48.0,255.0,2,Male
205.0,32.0,120.0,5,Male
5.0,56.0,105.0,1,Male
58.0,40.0,75.0,3,Male
109.0,96.0,75.0,5,Male
136.0,136.0,330.0,3,Male
28.0,88.0,30.0,4,Female
84.0,88.0,90.0,7,Male
77.0,136.0,150.0,4,Female
59.0,112.0,150.0,2,Female
97.0,40.0,270.0,4,Male
115.0,104.0,30.0,4,Female
65.0,120.0,30.0,4,Female
59.0,40.0,,3,Female
59.0,32.0,75.0,5,Male
104.0,88.0,90.0,7,Female
7.0,72.0,180.0,3,Male
62.0,0.0,150.0,7,Female
104.0,56.0,150.0,7,Female
7.0,72.0,75.0,3,Male
27.0,32.0,120.0,7,Female
97.0,120.0,75.0,5,Female
111.0,72.0,105.0,3,Male
146.0,128.0,60.0,1,Male
117.0,56.0,30.0,7,Female
71.0,96.0,60.0,5,Female
20.0,8.0,0.0,3,Male
97.0,192.0,165.0,3,Male
6.0,88.0,75.0,7,Male
35.0,112.0,195.0,2,Male
5.0,144.0,150.0,2,Female
127.0,64.0,60.0,7,Male
137.0,8.0,345.0,3,Male
83.0,120.0,75.0,5,Male
22.0,80.0,150.0,2,Female
20.0,104.0,150.0,3,Male
19.0,16.0,75.0,2,Male
1.0,64.0,180.0,5,Male
132.0,56.0,210.0,1,Male
71.0,0.0,15.0,7,Male
58.0,8.0,45.0,3,Female
13.0,96.0,180.0,5,Male
62.0,112.0,255.0,2,Female
47.0,64.0,240.0,5,Male
123.0,56.0,165.0,3,Male
48.0,16.0,210.0,1,Male
59.0,120.0,210.0,5,Male
35.0,80.0,75.0,2,Male
289.0,96.0,75.0,5,Female
95.0,0.0,120.0,5,Female
193.0,16.0,195.0,2,Male
152.0,72.0,30.0,4,Female
84.0,88.0,330.0,7,Male
77.0,40.0,30.0,4,Female
83.0,0.0,120.0,5,Male
45.0,16.0,75.0,2,Female
19.0,56.0,60.0,1,Female
77.0,40.0,30.0,4,Female
253.0,32.0,15.0,5,Female
32.0,104.0,0.0,3,Male
177.0,176.0,45.0,4,Male
45.0,136.0,0.0,3,Male
52.0,8.0,315.0,4,Female
40.0,88.0,30.0,4,Female
8.0,144.0,75.0,2,Female
97.0,32.0,120.0,5,Male
97.0,40.0,150.0,3,Female
32.0,56.0,105.0,3,Female
23.0,56.0,300.0,1,Male
22.0,16.0,75.0,2,Male
159.0,88.0,210.0,4,Female
59.0,16.0,75.0,2,Male
45.0,48.0,330.0,2,Male
156.0,16.0,75.0,2,Female
85.0,128.0,345.0,3,Male
77.0,40.0,180.0,4,Male
83.0,96.0,60.0,5,Male
23.0,16.0,180.0,1,Male
95.0,144.0,15.0,7,Female
75.0,216.0,405.0,2,Male
208.0,24.0,135.0,4,Female
19.0,136.0,75.0,3,Male
90.0,128.0,285.0,1,Female
107.0,88.0,60.0,1,Male
62.0,80.0,195.0,2,Female
95.0,24.0,180.0,7,Male
84.0,32.0,135.0,7,Female
5.0,16.0,330.0,2,Male
32.0,48.0,75.0,2,Male
47.0,120.0,120.0,5,Male
32.0,8.0,45.0,3,Female
71.0,104.0,75.0,3,Female
27.0,32.0,75.0,7,Male
62.0,48.0,75.0,2,Male
155.0,32.0,120.0,5,Male
28.0,56.0,75.0,7,Female
102.0,168.0,90.0,4,Male
86.0,48.0,225.0,2,Male
27.0,120.0,45.0,7,Male
95.0,120.0,240.0,5,Female
37.0,64.0,15.0,5,Male
45.0,16.0,45.0,2,Female
38.0,0.0,120.0,7,Female
45.0,,30.0,2,Male
115.0,24.0,180.0,4,Female
15.0,40.0,45.0,4,Female
109.0,104.0,225.0,4,Female
84.0,40.0,240.0,3,Female
46.0,56.0,240.0,3,Male
75.0,48.0,0.0,2,Male
167.0,0.0,240.0,5,Female
5.0,48.0,180.0,2,Male
22.0,0.0,75.0,7,Female
15.0,8.0,45.0,4,Male
59.0,152.0,15.0,5,Male
111.0,128.0,0.0,3,Male
143.0,80.0,150.0,2,Male
97.0,88.0,240.0,3,Female
84.0,8.0,165.0,3,Male
208.0,88.0,210.0,4,Male
49.0,16.0,0.0,2,Male
84.0,120.0,135.0,4,Male
71.0,72.0,75.0,3,Male
23.0,16.0,60.0,1,Female
134.0,40.0,60.0,4,Male
19.0,56.0,165.0,3,Female
71.0,72.0,225.0,3,Female
97.0,72.0,120.0,3,Male
83.0,64.0,120.0,5,Female
52.0,8.0,90.0,4,Male
71.0,72.0,0.0,3,Male
17.0,144.0,105.0,7,Male
38.0,32.0,60.0,7,Female
8.0,16.0,75.0,2,Male
137.0,56.0,165.0,3,Male
20.0,88.0,165.0,3,Female
239.0,88.0,30.0,7,Male
139.0,80.0,195.0,2,Female
11.0,96.0,210.0,5,Female
22.0,144.0,150.0,2,Female
128.0,112.0,15.0,7,Male
40.0,0.0,120.0,7,Female
129.0,48.0,255.0,2,Male
22.0,16.0,150.0,2,Male
3.0,72.0,180.0,4,Male
136.0,72.0,150.0,3,Male
20.0,8.0,105.0,3,Male
40.0,24.0,45.0,4,Male
164.0,40.0,135.0,4,Male
106.0,120.0,180.0,7,Male
98.0,24.0,180.0,3,Female
6.0,104.0,0.0,3,Female
59.0,56.0,75.0,3,Female
71.0,120.0,60.0,7,Female
22.0,56.0,60.0,1,Male
25.0,0.0,15.0,5,Female
22.0,16.0,225.0,2,Female
32.0,48.0,75.0,2,Female
79.0,16.0,210.0,1,Male
71.0,112.0,150.0,7,Male
10.0,8.0,135.0,4,Female
27.0,32.0,75.0,7,Female
40.0,88.0,0.0,4,Male
95.0,32.0,90.0,7,Female
58.0,56.0,165.0,3,Female
62.0,48.0,195.0,2,Female
22.0,40.0,105.0,4,Male
134.0,56.0,210.0,4,Female
59.0,120.0,60.0,5,Male
84.0,128.0,135.0,3,Male
58.0,192.0,225.0,3,Male
97.0,104.0,0.0,3,Female
16.0,64.0,60.0,7,Female
19.0,8.0,75.0,3,Female
65.0,8.0,90.0,4,Female
49.0,120.0,120.0,5,Female
77.0,24.0,180.0,4,Male
28.0,24.0,90.0,4,Female
20.0,40.0,150.0,3,Male
38.0,24.0,135.0,7,Female
5.0,56.0,45.0,7,Female
72.0,40.0,90.0,4,Male
99.0,16.0,330.0,2,Male
289.0,120.0,120.0,5,Male
161.0,112.0,30.0,7,Female
52.0,24.0,90.0,4,Male
136.0,56.0,0.0,3,Female
17.0,32.0,120.0,7,Female
139.0,80.0,150.0,2,Female
95.0,32.0,315.0,5,Female
128.0,0.0,15.0,7,Female
60.0,24.0,15.0,7,Male
159.0,8.0,135.0,4,Male
193.0,48.0,0.0,2,Male
37.0,56.0,15.0,1,Female
47.0,104.0,45.0,4,Female
22.0,56.0,270.0,4,Male
19.0,16.0,60.0,1,Female
84.0,104.0,75.0,3,Female
97.0,56.0,120.0,3,Female
188.0,16.0,90.0,1,Male
82.0,0.0,90.0,7,Male
9.0,56.0,,1,Female
97.0,56.0,90.0,4,Male
202.0,136.0,180.0,3,Male
97.0,40.0,15.0,4,Male
6.0,88.0,330.0,7,Male
5.0,56.0,60.0,7,Female
13.0,32.0,75.0,5,Female
,112.0,150.0,2,Female
47.0,64.0,120.0,5,Female
116.0,48.0,255.0,2,Male
23.0,120.0,315.0,5,Female
73.0,24.0,405.0,7,Male
71.0,56.0,45.0,7,Female
72.0,56.0,0.0,3,Male
40.0,176.0,150.0,7,Female
34.0,40.0,45.0,4,Female
28.0,104.0,30.0,4,Female
83.0,32.0,120.0,5,Female
62.0,88.0,30.0,7,Male
159.0,72.0,30.0,4,Male
195.0,120.0,45.0,7,Female
19.0,88.0,105.0,3,Male
58.0,56.0,345.0,3,Female
49.0,80.0,75.0,2,Female
17.0,144.0,150.0,7,Female
97.0,128.0,135.0,3,Male
221.0,56.0,210.0,4,Male
7.0,8.0,165.0,3,Female
59.0,40.0,225.0,3,Female
40.0,112.0,120.0,7,Male
32.0,40.0,75.0,3,Female
59.0,32.0,75.0,5,Female
32.0,56.0,135.0,3,Male
5.0,160.0,180.0,1,Female
176.0,40.0,75.0,3,Female
28.0,88.0,75.0,7,Male
9.0,56.0,180.0,1,Male
134.0,72.0,45.0,4,Female
16.0,0.0,15.0,7,Female
149.0,8.0,105.0,3,Male
62.0,80.0,30.0,2,Male
45.0,48.0,195.0,2,Male
49.0,64.0,210.0,7,Female
217.0,0.0,270.0,5,Male
172.0,112.0,195.0,7,Female
22.0,64.0,0.0,7,Male
162.0,72.0,165.0,3,Male
5.0,16.0,75.0,2,Male
159.0,8.0,30.0,4,Male
116.0,80.0,150.0,2,Female
10.0,168.0,255.0,4,Male
6.0,24.0,0.0,3,Male
16.0,0.0,210.0,7,Male
123.0,40.0,0.0,3,Male
16.0,32.0,75.0,7,Female
71.0,64.0,315.0,5,Male
84.0,112.0,90.0,7,Male
62.0,112.0,45.0,2,Male
180.0,48.0,150.0,2,Female
19.0,88.0,0.0,3,Male
32.0,104.0,150.0,3,Female
6.0,160.0,0.0,3,Male
84.0,128.0,345.0,3,Male
49.0,16.0,0.0,2,Male
65.0,56.0,60.0,1,Female
5.0,48.0,75.0,2,Female
99.0,80.0,195.0,2,Female
71.0,32.0,240.0,5,Female
16.0,0.0,90.0,7,Male
19.0,24.0,165.0,3,Male
59.0,40.0,330.0,3,Male
85.0,40.0,165.0,3,Male
203.0,128.0,210.0,1,Female
217.0,0.0,210.0,5,Female
20.0,24.0,105.0,3,Female
45.0,72.0,120.0,3,Female
5.0,56.0,210.0,1,Male
62.0,16.0,150.0,2,Female
97.0,8.0,0.0,3,Female
32.0,24.0,60.0,3,Male
131.0,32.0,180.0,5,Male
15.0,72.0,315.0,4,Female
131.0,32.0,75.0,5,Male
3.0,24.0,270.0,4,Female
19.0,144.0,150.0,2,Female
32.0,40.0,165.0,3,Female
38.0,24.0,195.0,7,Female
8.0,16.0,75.0,2,Female
49.0,24.0,105.0,7,Male
121.0,88.0,60.0,1,Female
84.0,40.0,75.0,3,Female
73.0,96.0,75.0,5,Male
65.0,56.0,45.0,4,Male
104.0,88.0,45.0,7,Female
250.0,24.0,270.0,7,Female
62.0,16.0,210.0,1,Male
46.0,40.0,105.0,3,Male
93.0,64.0,45.0,7,Female
46.0,40.0,75.0,3,Male
10.0,24.0,90.0,4,Male
37.0,16.0,105.0,1,Male
131.0,0.0,45.0,5,Male
75.0,184.0,330.0,2,Male
19.0,88.0,210.0,1,Female
40.0,56.0,90.0,7,Male
112.0,16.0,150.0,2,Female
11.0,32.0,60.0,5,Male
62.0,48.0,45.0,2,Female
27.0,64.0,45.0,7,Female
149.0,72.0,225.0,3,Female
95.0,96.0,120.0,5,Male
23.0,56.0,60.0,1,Female
47.0,152.0,315.0,5,Female
77.0,40.0,180.0,4,Male
49.0,32.0,15.0,5,Male
20.0,104.0,75.0,3,Female
35.0,16.0,75.0,2,Male
75.0,80.0,330.0,2,Male
27.0,120.0,165.0,7,Female
136.0,88.0,60.0,1,Male
19.0,48.0,195.0,2,Female
5.0,48.0,75.0,2,Female
49.0,16.0,105.0,2,Female
19.0,88.0,165.0,3,Male
40.0,0.0,60.0,7,Female
45.0,48.0,195.0,2,Male
27.0,0.0,60.0,7,Male
35.0,120.0,60.0,5,Male
82.0,24.0,75.0,7,Female
9.0,56.0,60.0,1,Female
35.0,32.0,15.0,5,Male
104.0,64.0,45.0,7,Male
10.0,8.0,180.0,4,Male
32.0,16.0,195.0,2,Female
84.0,56.0,15.0,4,Male
93.0,24.0,0.0,7,Female
166.0,48.0,195.0,2,Male
8.0,16.0,0.0,2,Female
71.0,8.0,165.0,3,Female
1.0,96.0,210.0,5,Male
6.0,40.0,75.0,3,Male
8.0,16.0,180.0,2,Male
5.0,48.0,150.0,2,Female
49.0,32.0,210.0,5,Male
76.0,128.0,135.0,1,Male
65.0,56.0,300.0,1,Male
123.0,24.0,315.0,3,Female
5.0,24.0,30.0,7,Female
8.0,16.0,405.0,2,Female
49.0,88.0,45.0,7,Female
16.0,88.0,180.0,7,Female
22.0,120.0,210.0,4,Female
71.0,64.0,150.0,7,Male
206.0,144.0,255.0,2,Female
5.0,16.0,60.0,1,Female
139.0,64.0,15.0,7,Female
72.0,16.0,75.0,2,Male
121.0,144.0,270.0,4,Female
37.0,128.0,60.0,1,Male
79.0,16.0,60.0,1,Male
51.0,56.0,105.0,1,Male
11.0,184.0,315.0,5,Male
75.0,48.0,0.0,2,Male
8.0,80.0,75.0,2,Female
102.0,80.0,75.0,2,Female
1.0,32.0,15.0,5,Female
71.0,40.0,75.0,3,Female
22.0,16.0,45.0,2,Male
49.0,80.0,75.0,2,Female
75.0,16.0,330.0,2,Male
171.0,208.0,210.0,4,Female
159.0,120.0,135.0,4,Male
7.0,128.0,0.0,3,Female
84.0,144.0,210.0,7,Male
19.0,88.0,75.0,3,Female
6.0,88.0,165.0,3,Female
71.0,24.0,120.0,7,Female
19.0,48.0,75.0,2,Male
46.0,56.0,240.0,3,Female
13.0,32.0,60.0,5,Male
115.0,88.0,75.0,7,Male
107.0,120.0,0.0,5,Female
20.0,72.0,0.0,3,Female
58.0,56.0,75.0,3,Female
6.0,88.0,60.0,7,Male
40.0,0.0,150.0,7,Female
6.0,56.0,45.0,7,Female
35.0,64.0,315.0,5,Male
6.0,128.0,30.0,3,Female
95.0,64.0,105.0,5,Female
75.0,16.0,75.0,2,Male
124.0,104.0,150.0,3,Female
22.0,72.0,30.0,4,Male
6.0,128.0,0.0,3,Female
51.0,88.0,105.0,1,Male
6.0,56.0,75.0,7,Male
49.0,32.0,120.0,5,Female
95.0,144.0,180.0,7,Male
15.0,24.0,135.0,4,Male
102.0,24.0,180.0,4,Male
71.0,120.0,75.0,5,Female
22.0,24.0,90.0,4,Male
72.0,16.0,210.0,2,Female
98.0,168.0,0.0,3,Female
84.0,40.0,105.0,3,Male
107.0,120.0,60.0,5,Female
34.0,56.0,45.0,4,Female
82.0,88.0,105.0,7,Female
25.0,64.0,210.0,5,Male
34.0,40.0,45.0,4,Female
189.0,88.0,135.0,4,Male
155.0,64.0,90.0,5,Female
162.0,24.0,0.0,3,Female
19.0,56.0,60.0,1,Female
7.0,40.0,315.0,3,Female
82.0,88.0,15.0,7,Female
22.0,56.0,240.0,3,Male
73.0,64.0,75.0,5,Male
97.0,8.0,165.0,4,Female
3.0,56.0,135.0,4,Female
71.0,72.0,60.0,3,Female
49.0,112.0,0.0,2,Male
228.0,24.0,75.0,3,Female
161.0,88.0,15.0,7,Male
97.0,72.0,285.0,3,Male
19.0,80.0,45.0,2,Female
62.0,16.0,75.0,2,Male
5.0,64.0,90.0,7,Female
59.0,16.0,405.0,2,Female
5.0,128.0,135.0,1,Female
28.0,8.0,135.0,4,Male
35.0,184.0,240.0,5,Male
126.0,112.0,255.0,2,Male
6.0,8.0,75.0,3,Female
40.0,136.0,30.0,4,Female
32.0,40.0,105.0,3,Male
45.0,40.0,75.0,3,Male
205.0,96.0,60.0,5,Male
47.0,32.0,60.0,5,Female
150.0,88.0,180.0,1,Male
5.0,112.0,150.0,2,Female
16.0,32.0,150.0,7,Female
77.0,24.0,15.0,4,Female
134.0,88.0,135.0,4,Female
32.0,16.0,210.0,2,Male
77.0,72.0,15.0,4,Male
84.0,8.0,120.0,3,Female
62.0,80.0,225.0,2,Male
35.0,48.0,405.0,2,Female
19.0,56.0,135.0,1,Female
295.0,88.0,300.0,4,Male
73.0,64.0,120.0,5,Female
171.0,64.0,0.0,7,Female
179.0,120.0,210.0,5,Male
89.0,80.0,150.0,2,Male
23.0,16.0,105.0,1,Male
97.0,40.0,30.0,4,Male
35.0,16.0,75.0,2,Female
32.0,48.0,0.0,2,Female
28.0,56.0,45.0,4,Female
22.0,48.0,0.0,2,Male
1.0,120.0,180.0,5,Male
19.0,8.0,225.0,3,Female
129.0,16.0,0.0,2,Female
47.0,0.0,180.0,5,Female
253.0,0.0,45.0,5,Male
20.0,72.0,30.0,3,Male
49.0,88.0,105.0,7,Male
40.0,24.0,30.0,4,Female
3.0,8.0,15.0,4,Female
95.0,0.0,60.0,7,Female
153.0,48.0,150.0,2,Male
181.0,64.0,60.0,5,Female
1.0,152.0,120.0,5,Male
58.0,136.0,0.0,3,Female
13.0,64.0,15.0,5,Female
28.0,72.0,30.0,4,Female
9.0,16.0,60.0,1,Male
171.0,104.0,30.0,4,Male
133.0,96.0,120.0,5,Female
71.0,88.0,45.0,7,Female
6.0,8.0,120.0,3,Female
32.0,8.0,0.0,3,Female
38.0,144.0,15.0,7,Female
8.0,16.0,105.0,2,Male
95.0,0.0,15.0,7,Female
75.0,16.0,75.0,2,Female
46.0,56.0,105.0,3,Female
233.0,48.0,120.0,2,Male
164.0,8.0,165.0,4,Male
86.0,112.0,30.0,2,Male
17.0,24.0,60.0,7,Male
49.0,32.0,330.0,7,Female
48.0,16.0,210.0,1,Male
62.0,144.0,75.0,2,Male
117.0,88.0,150.0,7,Female
104.0,112.0,60.0,7,Female
35.0,16.0,255.0,2,Male
33.0,88.0,60.0,3,Male
46.0,88.0,0.0,3,Male
59.0,72.0,75.0,3,Female
22.0,104.0,45.0,4,Female
107.0,64.0,15.0,5,Male
85.0,104.0,225.0,3,Male
116.0,16.0,30.0,2,Male
49.0,24.0,0.0,7,Female
62.0,24.0,120.0,7,Female
71.0,72.0,0.0,3,Female
65.0,56.0,255.0,4,Female
89.0,80.0,30.0,2,Male
61.0,184.0,15.0,5,Female
3.0,40.0,45.0,4,Female
22.0,88.0,195.0,7,Male
119.0,96.0,60.0,5,Female
9.0,56.0,105.0,1,Male
22.0,24.0,180.0,4,Male
89.0,48.0,255.0,2,Male
196.0,112.0,195.0,2,Female
5.0,16.0,75.0,2,Male
22.0,16.0,60.0,1,Male
22.0,32.0,180.0,5,Male
49.0,80.0,75.0,2,Male
116.0,16.0,0.0,2,Female
79.0,88.0,60.0,1,Female
102.0,8.0,30.0,4,Female
71.0,120.0,120.0,5,Male
7.0,128.0,0.0,3,Female
